No Entidade Certificadora;Nu Ano;Nu Nota Comp1;Nu Nota Comp2;Nu Nota Comp3;Nu Nota Comp4;Nu Nota Comp5;Nu Nota Redacao;Q01;Q02;Q03;Q04;Q05;Q06;Q07;Q08;Q09;Q15;Q16;Q17;Q18;Q19;Q20;Q21;Q31;Q32;Q33;Q34;Q35;Q36;Q37;Q38;Q39;Q40;Q48;Sg Uf Prova;Tp Sexo;Tx Gabarito Ch;Tx Gabarito Cn;Tx Gabarito Lc;Tx Gabarito Mt;Tx Respostas Ch;Tx Respostas Cn;Tx Respostas Lc;Tx Respostas Mt;Co Prova Ch;Co Prova Cn;Co Prova Lc;Co Prova Mt;Co Uf Prova;In Aprovado Ch;In Aprovado Cn;In Aprovado Lc;In Aprovado Mt;In Prova Ch;In Prova Cn;In Prova Lc;In Prova Mt;Nu Idade;Nu Inscricao;Nu Nota Ch;Nu Nota Cn;Nu Nota Lc;Nu Nota Mt;Q10;Q11;Q12;Q13;Q14;Q22;Q23;Q24;Q25;Q26;Q27;Q28;Q29;Q30;Q41;Q42;Q43;Q44;Q45;Q46;Q47;Tp Certificacao;Tp Presenca Ch;Tp Presenca Cn;Tp Presenca Lc;Tp Presenca Mt;Tp Status Redacao
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.4;1.6;1.6;1.2;1.8;7.6;B;A;B;D;D;C;C;A;K;E;C;D;C;B;J;E;A;;A;;B;B;B;B;A;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DDBCAACDBBDBACAACBACACCBCBACBD;DDCCAAADCBCBACCCCBDADADDADCAAD;ACBBBDCCDCDADDBAABDCCDCBCADCCC;BDBBADDBCACDAABCCCACABDBBCAAAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;22;180003568359;117;130;124;147;5;5;5;5;5;5;3;1;0;2;5;0;1;5;0;0;5;0;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS CASTANHAL;2019;1.6;1.6;1.4;1.4;0.8;6.8;B;C;B;B;B;B;B;A;K;E;B;A;C;A;I;F;A;;A;;B;B;B;B;A;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCACADADCBABCDAABCCCBBCACBACCD;ABDCBACBCCDDADCBCCADBBDCADDBAC;CCBACAADADBABCABACDCCDBBBBDDCC;DAABADCDACCBBDDACABABABABDCBAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;30;180006263567;110;114;107;117;3;3;5;5;5;5;5;5;3;2;5;5;5;5;3;1;5;5;1;1;1;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ABAETETUBA;2019;1.2;1.2;1;1.2;1.8;6.4;C;A;B;B;B;C;B;A;H;D;C;A;C;A;I;E;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DAACCCDCADCADCBCBDBCDADBBCBA.D;ABDDBACBCDDDBCCACCCBBADAADDBAD;CBBACDDACADDACBCADDABCBADBCBDA;BCADDACBDBACBBADCDACADCBDBACBC;201912;201909;201911;201910;15;0;1;0;0;1;1;1;1;24;180006250500;74;128;80;84;5;3;5;5;5;5;5;5;0;0;5;5;5;3;0;0;2;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS TUCURUÍ;2019;1.4;0.8;1.2;1.2;0;4.6;C;A;B;F;A;A;A;A;C;D;A;C;A;C;J;H;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DBBCABBCDBABCDAADBDCDBBDBCADBA;ADCDCBCBCBDBBCCCCBCCBBBDADABAD;ACBABDBCBBDAABCDBADDCAABBCDBAC;BDCDDDDBAABCACBDCCDABACACACBAA;201912;201909;201911;201910;15;1;1;0;0;1;1;1;1;40;180003609538;112;139;111;98;2;2;2;2;2;3;3;1;1;0;1;3;4;0;0;0;0;1;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ALTAMIRA;2019;1.2;1.4;1.4;1.4;1.4;6.8;C;A;B;B;C;D;B;A;K;E;C;A;A;C;J;F;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBACBBDBCDBBDAAAACCDACCBBDBBB;CBDBCACCCBDBDCCCCBDBBCDDADDBDB;CABABDCCBBBDCDADBAABCACACADBCC;DCCBABCDCDCAACBDADDAACDACBCAAA;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;20;180006341988;107;138;111;98;2;0;5;5;2;5;5;5;5;0;5;4;5;5;0;0;0;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS MARABÁ INDUSTRIAL;2019;1;1.6;1.2;1;1.8;6.6;C;A;B;G;C;C;C;A;B;E;B;A;D;D;K;B;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABBAADCBDBBDDBBDCAADACCBCAABA;CBDBBAACBCDBCCCCA*CCCDBAADDDAD;ADBBDDCCACDDAABBAABDCADBCADACC;CBACAABBAACBADBBACABACCACAC*BC;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;20;180006414761;106;136;116;80;5;5;5;5;4;5;4;5;4;0;5;5;5;2;3;5;0;2;0;3;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.4;1.4;1.4;1.4;1.6;7.2;D;A;A;B;B;A;A;A;K;A;C;D;B;A;B;E;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DBBBABBCBDABCABBBCABACCBABDCBA;ADCABACACBDBDCABBADBBADDDACABD;CCBDBDAADAACACCABABCDABABAABCC;BBACABACCBACCCDDACACBACBBBCDBD;201912;201909;201911;201910;15;1;0;1;1;1;1;1;1;20;180006104758;108;89;110;103;5;5;5;5;3;5;5;5;5;0;5;5;5;5;0;1;0;0;0;0;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.6;1.6;1.4;1.4;2;8;A;A;B;B;B;D;E;A;B;E;A;A;B;D;J;E;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCCBABBDDBCDAAABBDDBCBCAACBC;ADCBCDBBCCDBBCCBABCBBBBDADDDAD;ABBCBCCCBADADCAAABACDCDBCADACC;BBBBADDACBCBBDDCACBCACDDBCCBAB;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;23;180005212822;143;148;132;137;5;0;5;5;5;5;0;5;0;0;5;0;0;5;0;0;0;5;2;2;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.4;1.6;1.4;1.6;1.8;7.8;C;A;B;A;F;A;A;A;K;E;D;A;B;C;J;E;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCAABAACDBCCAAABAAACCAABCABC;AACADDCBCBDBBCBCCADABADDADACDD;BBBABDBABBBBAABABDCCCDDCCAAACA;BCACCDDBACDBBCDBDDCDBDDABDCBDC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;32;180006059826;113;113;101;116;5;5;5;5;5;5;5;5;5;0;5;5;5;5;0;0;0;5;5;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1.4;2;1.4;1.4;1.8;8;C;A;B;B;C;C;C;A;K;E;A;A;C;C;F;B;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DADDAACCDABBCACADCCCACCBCBBCAA;ACDADACBCCDDBDCCCCDABDBDADADAD;ACBCBDCDAABADDBBBDDCDCDBCADDDC;CDDBCDDDDBBDBCDCCCADDBDADCABBC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;28;180003615860;104;127;123;115;5;5;5;5;5;5;5;5;0;0;5;0;5;1;0;0;0;4;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.4;1.4;1.2;1.2;0;5.2;D;A;B;A;A;C;C;A;G;E;D;D;C;C;J;B;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCCDAABBABCDAADBCDDCCBAAAABB;DBDBAACBCBDBBCCDDBCCBADBBAADAD;BABDDDCCDAADDCBABADDBDCBCADDCC;BBBCCBCBDBBACCDDCCDAACDBDCDBBA;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;26;180006226055;129;120;115;100;5;0;5;5;2;5;5;2;0;0;5;4;5;3;0;0;2;2;0;0;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.6;1.6;1.4;1.4;2;8;C;A;B;F;B;B;B;A;K;E;A;A;D;D;I;E;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCCCBCBCBBBCAADBADDCCACAACBD;CDDADDCDCCDADCCDCBBABCDDADDDAD;BDBBBACCACBDACAADCDDDDCBCADDAC;DAAAADCDCABCACDDADCAACDAACABAB;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;28;180005404719;136;131;108;112;5;5;5;5;5;5;5;5;5;0;5;5;5;5;0;0;0;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.6;1.8;1.6;1.6;1.6;8.2;C;A;B;G;C;B;A;A;L;A;B;A;D;A;I;B;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABACBBBADBBDDBACABADBCBCACCDA;BCCACACCCCCBBCCDBDCABABDADBDAD;ABBDBDCDDADACBBABDDBDCDBCADBCC;DCBCDDDBDBBDACCBDAACBCDBBDCBAD;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;19;180006345610;126;130;128;118;5;5;5;5;5;5;5;5;2;4;5;5;5;5;1;1;2;2;0;5;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.4;1.4;1.4;1.4;1.6;7.2;A;B;B;C;C;C;C;A;D;E;D;A;D;C;L;F;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCCDBABAABADAABCADDDCDDCACBD;AADBBACBCCDBBCCACCCCBDDDADDDAD;DABDDDBDDADDAABDDAADDDCBCDDCCC;CDCACBCDAADDBCDDCACCAADACADBAA;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;27;180003634250;122;138;113;96;5;0;5;5;5;5;3;5;5;0;5;0;3;5;0;0;0;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.4;1.4;1.4;1.2;1.6;7;B;B;B;A;A;B;B;A;L;E;C;A;D;D;J;B;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCAABABDBBCDCABBDDDCCBCAACAB;BDADCACBCCBBBCCCBABABCDDADDAAD;DBBCADBADBCAADBCBADCDCABCBDBCC;ABCDDDDABBCBADACACBCBCCBDBCCDA;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;29;180006352209;132;139;117;95;5;5;5;5;5;5;3;5;4;2;5;5;5;3;3;3;3;5;4;5;1;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.2;1.2;1.2;1.2;0;4.8;C;C;B;G;G;B;A;A;G;D;D;A;A;A;E;F;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DDBBDDBABDABBCBAABBABABCBABAAB;ADDBBACDCCDDDDACCCABBBCCCAABAC;ACBAAAAAABADAABAAADDABACCADBAC;CADDBCDDDCAABDBAACAAADCACBBAAD;201912;201909;201911;201910;15;0;0;0;0;1;1;1;1;37;180006286703;87;93;101;76;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1.4;1.6;1.4;1.4;1.6;7.4;C;C;B;G;G;B;B;A;K;A;B;A;A;C;G;B;A;;A;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCAABAACBBBDBDBCBCCDCDCAACBD;ADBDCAABCCDADCCBCABABCDCADD.AC;BCBDCCAADBDDABCCDCDCADCACADDCC;*AACABCDABBDDADBCCBACCDCACBCDA;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;25;180006306897;117;123;107;102;5;5;5;5;5;5;4;5;5;4;5;4;5;5;1;2;1;1;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1.2;1.4;1.2;1.2;0.6;5.6;C;A;B;B;D;B;A;A;L;A;D;A;C;D;J;E;A;;B;;B;B;A;A;B;A;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBDADAACDDBACAAABBDCCCDCABCBD;CBCABADCBBDBBCCBCDCABBDDADDAAD;ACBDCDDCAADBBABACCDCACABDABBCC;BDADADDCCCBBABDCDADCACCADBAABC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;21;180005462947;112;129;115;119;5;5;5;5;5;5;5;5;5;0;5;5;4;3;4;5;0;4;3;5;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS SANTARÉM;2019;1.6;1.4;1.4;1.4;1.4;7.2;B;B;B;C;C;C;C;A;D;D;A;A;C;D;L;E;A;;B;;B;B;A;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DDBCABBAAABBCDAACBADDCCCDAACBD;ABCBCADBCCCCBCCCBACBBBBDADDAAD;ABBACDDCAADADABABCDCBCBBCADBCC;BDCBABCACABADCDDCCDDDCCCABDDCC;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;33;180003587736;136;137;128;95;0;2;1;0;1;5;1;5;0;0;5;5;5;5;0;2;0;3;3;2;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.6;1.6;1.4;1.2;0;5.8;C;A;B;G;G;C;A;A;L;A;D;A;A;A;J;E;A;;B;;B;B;A;B;A;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCADCACCABBBAABBADDCCABCBCBA;CBDABACBCADBDCCBCCCABBDAADBCAC;CABBBDBCAAAADABABCBCDCCACADBCA;AABBABCDBACBDCCCAADBADDBCBCBCC;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;34;180005399749;117;121;117;97;5;5;5;5;2;5;5;2;5;2;5;5;2;2;0;0;2;5;5;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS PARAUAPEBAS;2019;1.4;1.2;1.2;1;0;4.8;B;A;B;G;A;C;C;A;B;E;C;A;B;C;H;F;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DBBCABBCDBBBCAAACBADABCDDCCCBA;ACDACACBDBDBDBCCCACCBBCDADADAB;ACBDDDDCBBDBDABCDADCDCBBCBDBCD;ABBBABCDDADCBDDDAABAACDADAADCD;201912;201909;201911;201910;15;1;1;0;1;1;1;1;1;32;180006343306;120;124;116;103;5;5;5;5;5;5;3;5;5;0;5;4;5;5;3;5;0;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ALTAMIRA;2019;1.4;1.6;1.2;1.4;0;5.6;C;A;B;G;A;B;B;A;G;D;B;A;B;D;J;B;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DAACCBBADCDBADAABBBDDBCCCBCCAA;DDBCADCDDCDADCDCCBBCBDDDA*DDAD;ACBADDBDCCDADBBDADDDBCBACAAACA;DDBDDCCCCDDBAACDDADABCCADADCBC;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;23;180006358982;119;111;107;75;4;3;4;5;4;5;5;5;4;1;4;4;5;3;1;3;1;4;0;5;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.4;1.2;1.2;1.6;0;5.4;C;A;A;A;A;B;B;A;D;D;C;A;D;C;J;F;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DDBCCABCBDBBBDAADBAADCCBCDBDDC;ABDDBADCCCDDBCCCCAAABADDADDDCD;BCBBDDCADADBDBDCBCDCCCBBCADBDC;BADBBDDCBABAACDDACCDADDAACABAA;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;23;180006218286;126;130;120;114;5;5;5;5;5;5;5;5;5;0;2;5;5;5;0;0;0;4;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.4;1.4;1.4;1.2;0;5.4;C;A;B;G;G;B;A;A;C;D;B;D;B;A;I;F;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCADBCAABBCDAAABADDCCBCAACBD;DDCACDBBCBDCBCCCBBBBBABDADDBAD;ABBAABCAAADABDADDACCBCBBCDDACD;BBCCDDCBBCDCBBCCACDCCADDCBBBAD;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;25;180006266898;138;144;125;102;5;5;5;5;5;5;5;5;5;2;5;5;5;5;0;0;0;4;2;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS PARAUAPEBAS;2019;1.2;1.6;1.2;1.4;1.2;6.6;A;B;B;A;A;C;C;A;K;E;A;A;B;B;I;E;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DADCDBCDBCDBCDADABCCCACBDCCCBA;CDCBDACCCCBBDDACCAABBADCADBDAC;BCBACACABACADADBBADCDABBCCDDDC;DDCCCDCBADADADADCDBBBADACBBDAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;23;180006266974;111;107;114;100;5;5;5;5;5;5;5;3;5;0;5;5;5;5;1;4;0;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.2;1.6;1.6;1.6;1.8;7.8;C;C;B;B;A;A;A;A;C;A;A;A;A;C;K;F;A;;B;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBDABBABDABBAAABCDDDACCDBACCC;ACCCDAADCCDCDCBDDACBDDDACDABAD;CCBADADDBBAABBBCDAADCCADCBCBAA;CCBBBDDCD*BABCBAACCBACCACCBABA;201912;201909;201911;201910;15;1;1;0;0;1;1;1;1;50;180005329928;112;105;90;88;5;5;5;5;5;5;4;5;5;1;5;5;5;5;1;1;1;1;5;1;1;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.4;1.8;1.4;1.4;1.8;7.8;C;A;B;G;G;B;B;A;L;E;B;C;B;C;I;F;A;;B;;B;B;B;A;A;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;AABCADBCACABDDCBABDBABCDBABABC;BCBACACBCBDADCCCCBABBCCACDCDBB;ABBCCADBDBDAAACBCDABCABCCADBCC;BBCCCDCBAADBACACACCCBCDBCAABBC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;26;180005248847;101;120;113;108;5;5;2;4;3;5;2;3;4;0;3;5;5;3;1;5;1;2;3;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS CONCEIÇÃO DO ARAGUAIA;2019;1;1.2;1.4;1.4;1.8;6.8;B;A;B;F;A;B;B;A;C;D;C;A;A;B;B;B;A;;B;;B;B;B;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;BCBCCABCCDDBCABADAAADCCACDACBB;AABCBADACB*AABDCCBAABDCCADDDAD;BCDCBCABDADAABACBCADADCDCABAAD;CDACBBDBCBBADBCCACCADCABCBCBBD;201912;201909;201911;201910;15;1;1;0;0;1;1;1;1;44;180005410170;118;105;99;78;5;5;5;5;5;5;4;2;2;1;5;5;5;5;1;3;3;2;2;2;2;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.2;1;1;1.2;0;4.4;B;A;B;B;B;C;C;A;K;B;B;D;B;D;K;F;A;;B;;B;B;B;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DBBCABBACBCCCDABAACADBBDCDBCCA;AABBCACBBCDDBDCABCACDDBDADDBAA;BCBBCCADABDBABADAABCCABDCBDDCC;CDCBCCBCBADAACACBCBCAACDCCBCAD;201912;201909;201911;201910;15;1;1;0;0;1;1;1;1;28;180005463940;101;122;110;74;4;2;5;3;0;5;3;4;1;0;2;3;3;2;0;0;0;3;4;0;0;2;1;1;1;1;1
